ASIN,CustomerReviews>HasReviews,CustomerReviews>IFrameURL,DetailPageURL,ItemAttributes>MPN,ItemAttributes>Model,ItemAttributes>UPC,LargeImage>Height,LargeImage>URL,LargeImage>Width,ListPrice>Amount,ListPrice>CurrencyCode,ListPrice>FormattedPrice,LowestNewPrice>Amount,LowestNewPrice>CurrencyCode,LowestNewPrice>FormattedPrice,MediumImage>Height,MediumImage>URL,MediumImage>Width,OfferAttributes>Condition,OfferSummary>TotalNew,Offers>MoreOffersUrl,Price>Amount,Price>CurrencyCode,Price>FormattedPrice,SalesRank,SmallImage>Height,SmallImage>URL,SmallImage>Width,UPC,UPCList>UPCListElement
B00UGBMRQ8,true,http://www.amazon.com/reviews/iframe?akid=AKIAJZXUIQUQZ34J3E5Q&alinkCode=xm2&asin=B00UGBMRQ8&atag=djaroo10-20&exp=2016-07-07T11%3A26%3A00Z&v=2&sig=xOt4CVPTglDwwpUFFOtX60xlJLwnydYCed%2B4rO9Tazo%3D,http://www.amazon.com/Apple-MF839LL-13-3-Inch-Processor-Yosemite/dp/B00UGBMRQ8%3Fpsc%3D1%26SubscriptionId%3DAKIAJZXUIQUQZ34J3E5Q%26tag%3Ddjaroo10-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB00UGBMRQ8,MF839LL/A,MF839LL/A,787468123990,291,http://ecx.images-amazon.com/images/I/51nHbuhKnqL.jpg,500,129900,USD,"$1,299.00",119500,USD,"$1,195.00",93,http://ecx.images-amazon.com/images/I/51nHbuhKnqL._SL160_.jpg,160,New,1,http://www.amazon.com/gp/offer-listing/B00UGBMRQ8%3FSubscriptionId%3DAKIAJZXUIQUQZ34J3E5Q%26tag%3Ddjaroo10-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D386001%26creativeASIN%3DB00UGBMRQ8,119500,USD,"$1,195.00",133,44,http://ecx.images-amazon.com/images/I/51nHbuhKnqL._SL75_.jpg,75,885909918164,"['787468123990', '885909918164', '739027484752']"
B014VHWFKA,true,http://www.amazon.com/reviews/iframe?akid=AKIAJZXUIQUQZ34J3E5Q&alinkCode=xm2&asin=B014VHWFKA&atag=djaroo10-20&exp=2016-07-07T11%3A26%3A01Z&v=2&sig=VLQyXegTAugktxd2hIoAurbzh3w1ncejzQYM9Wmx2AQ%3D,http://www.amazon.com/UX305-13-Inch-Laptop-PREVIOUS-MODEL/dp/B014VHWFKA%3Fpsc%3D1%26SubscriptionId%3DAKIAJZXUIQUQZ34J3E5Q%26tag%3Ddjaroo10-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB014VHWFKA,UX305CA-DHM4T,UX305CA-DHM4T,787468122290,353,http://ecx.images-amazon.com/images/I/41WMpzJ2HzL.jpg,500,79900,USD,$799.00,67999,USD,$679.99,113,http://ecx.images-amazon.com/images/I/41WMpzJ2HzL._SL160_.jpg,160,New,58,http://www.amazon.com/gp/offer-listing/B014VHWFKA%3FSubscriptionId%3DAKIAJZXUIQUQZ34J3E5Q%26tag%3Ddjaroo10-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D386001%26creativeASIN%3DB014VHWFKA,70249,USD,$702.49,1881,53,http://ecx.images-amazon.com/images/I/41WMpzJ2HzL._SL75_.jpg,75,889349186787,"['787468122290', '889349186787']"
B012XZJZNC,true,http://www.amazon.com/reviews/iframe?akid=AKIAJZXUIQUQZ34J3E5Q&alinkCode=xm2&asin=B012XZJZNC&atag=djaroo10-20&exp=2016-07-07T11%3A26%3A01Z&v=2&sig=6DCtC2D%2FWMCUwFsZjdU1fj73ydye9aYQvhrohMU3%2B%2F4%3D,http://www.amazon.com/Dell-XPS9343-1818SLV-Ultrabook-i5-5200U-Processor/dp/B012XZJZNC%3FSubscriptionId%3DAKIAJZXUIQUQZ34J3E5Q%26tag%3Ddjaroo10-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB012XZJZNC,XPS9343-1818SLV,XPS9343-1818SLV,809395312022,500,http://ecx.images-amazon.com/images/I/314GNwK4AqL.jpg,500,,,,72489,USD,$724.89,160,http://ecx.images-amazon.com/images/I/314GNwK4AqL._SL160_.jpg,160,New,12,http://www.amazon.com/gp/offer-listing/B012XZJZNC%3FSubscriptionId%3DAKIAJZXUIQUQZ34J3E5Q%26tag%3Ddjaroo10-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D386001%26creativeASIN%3DB012XZJZNC,73400,USD,$734.00,13615,75,http://ecx.images-amazon.com/images/I/314GNwK4AqL._SL75_.jpg,75,884116167495,"['809395312022', '884116167495']"
B00VXTPKN4,true,http://www.amazon.com/reviews/iframe?akid=AKIAJZXUIQUQZ34J3E5Q&alinkCode=xm2&asin=B00VXTPKN4&atag=djaroo10-20&exp=2016-07-07T11%3A26%3A07Z&v=2&sig=ihXUVkglmvMWaIroJS%2FyDiVMpy7LzfeIwVqMVkgcCok%3D,http://www.amazon.com/Lenovo-ThinkPad-Notebook-Graphics-20BV000BUS/dp/B00VXTPKN4%3FSubscriptionId%3DAKIAJZXUIQUQZ34J3E5Q%26tag%3Ddjaroo10-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB00VXTPKN4,20BV000BUS,20BV000BUS,889233133415,375,http://ecx.images-amazon.com/images/I/41Pby6v5Z-L.jpg,500,,,,52246,USD,$522.46,120,http://ecx.images-amazon.com/images/I/41Pby6v5Z-L._SL160_.jpg,160,New,19,http://www.amazon.com/gp/offer-listing/B00VXTPKN4%3FSubscriptionId%3DAKIAJZXUIQUQZ34J3E5Q%26tag%3Ddjaroo10-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D386001%26creativeASIN%3DB00VXTPKN4,53019,USD,$530.19,11701,56,http://ecx.images-amazon.com/images/I/41Pby6v5Z-L._SL75_.jpg,75,889233133415,889233133415
B01B9APNG0,true,http://www.amazon.com/reviews/iframe?akid=AKIAJZXUIQUQZ34J3E5Q&alinkCode=xm2&asin=B01B9APNG0&atag=djaroo10-20&exp=2016-07-07T11%3A26%3A07Z&v=2&sig=cqlLMdgn1RWLgfn3ehTkWHsQkE3Qlgl%2B%2BY4IGYjFg4s%3D,http://www.amazon.com/VivoBook-E403SA-US21-lightweight-Hairline-brushed/dp/B01B9APNG0%3FSubscriptionId%3DAKIAJZXUIQUQZ34J3E5Q%26tag%3Ddjaroo10-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB01B9APNG0,E403SA-US21,E403SA-US21,889349338568,500,http://ecx.images-amazon.com/images/I/51Ip%2BmFaQTL.jpg,500,39900,USD,$399.00,39000,USD,$390.00,160,http://ecx.images-amazon.com/images/I/51Ip%2BmFaQTL._SL160_.jpg,160,New,30,http://www.amazon.com/gp/offer-listing/B01B9APNG0%3FSubscriptionId%3DAKIAJZXUIQUQZ34J3E5Q%26tag%3Ddjaroo10-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D386001%26creativeASIN%3DB01B9APNG0,39900,USD,$399.00,155,75,http://ecx.images-amazon.com/images/I/51Ip%2BmFaQTL._SL75_.jpg,75,889349338568,889349338568
B00Z2XDQCY,true,http://www.amazon.com/reviews/iframe?akid=AKIAJZXUIQUQZ34J3E5Q&alinkCode=xm2&asin=B00Z2XDQCY&atag=djaroo10-20&exp=2016-07-07T11%3A26%3A08Z&v=2&sig=RYag0z4A9g3NqAnjD3tPQ6avlqZpLpZWQIaKuhxWNyA%3D,http://www.amazon.com/Toshiba-Satellite-Fusion-L55WC5256-Laptop/dp/B00Z2XDQCY%3FSubscriptionId%3DAKIAJZXUIQUQZ34J3E5Q%26tag%3Ddjaroo10-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB00Z2XDQCY,L55WC5256,L55WC5256,889661015475,500,http://ecx.images-amazon.com/images/I/51ai6yUPd2L.jpg,500,74999,USD,$749.99,80397,USD,$803.97,160,http://ecx.images-amazon.com/images/I/51ai6yUPd2L._SL160_.jpg,160,New,5,http://www.amazon.com/gp/offer-listing/B00Z2XDQCY%3FSubscriptionId%3DAKIAJZXUIQUQZ34J3E5Q%26tag%3Ddjaroo10-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D386001%26creativeASIN%3DB00Z2XDQCY,80397,USD,$803.97,52874,75,http://ecx.images-amazon.com/images/I/51ai6yUPd2L._SL75_.jpg,75,889661015475,889661015475
B00UCENG14,true,http://www.amazon.com/reviews/iframe?akid=AKIAJZXUIQUQZ34J3E5Q&alinkCode=xm2&asin=B00UCENG14&atag=djaroo10-20&exp=2016-07-07T11%3A26%3A09Z&v=2&sig=9VCJJ5yHKnb7S5C1nbXMcgLzu%2FSqmmciIdxbpOHUYjQ%3D,http://www.amazon.com/HP-Spectre-2-1-Touch-Screen/dp/B00UCENG14%3FSubscriptionId%3DAKIAJZXUIQUQZ34J3E5Q%26tag%3Ddjaroo10-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB00UCENG14,L0Q51UA#ABA/L0Q54UA,,889296184485,500,http://ecx.images-amazon.com/images/I/51UCSv1LSnL.jpg,375,,,,85000,USD,$850.00,160,http://ecx.images-amazon.com/images/I/51UCSv1LSnL._SL160_.jpg,120,New,6,http://www.amazon.com/gp/offer-listing/B00UCENG14%3FSubscriptionId%3DAKIAJZXUIQUQZ34J3E5Q%26tag%3Ddjaroo10-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D386001%26creativeASIN%3DB00UCENG14,102999,USD,"$1,029.99",2677,75,http://ecx.images-amazon.com/images/I/51UCSv1LSnL._SL75_.jpg,56,889296184485,889296184485
B01GQWDSJA,false,http://www.amazon.com/reviews/iframe?akid=AKIAJZXUIQUQZ34J3E5Q&alinkCode=xm2&asin=B01GQWDSJA&atag=djaroo10-20&exp=2016-07-07T11%3A26%3A09Z&v=2&sig=2Kgk7TBJIheVzuTwDdCIm9sP5bDREQLd0ztBW6R170c%3D,http://www.amazon.com/Microsoft-Surface-Privacy-Screen-Bundle/dp/B01GQWDSJA%3FSubscriptionId%3DAKIAJZXUIQUQZ34J3E5Q%26tag%3Ddjaroo10-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB01GQWDSJA,,,,500,http://ecx.images-amazon.com/images/I/418F8Jh7anL.jpg,500,,,,,,Too low to display,160,http://ecx.images-amazon.com/images/I/418F8Jh7anL._SL160_.jpg,160,New,1,http://www.amazon.com/gp/offer-listing/B01GQWDSJA%3FSubscriptionId%3DAKIAJZXUIQUQZ34J3E5Q%26tag%3Ddjaroo10-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D386001%26creativeASIN%3DB01GQWDSJA,,,Too low to display,,75,http://ecx.images-amazon.com/images/I/418F8Jh7anL._SL75_.jpg,75,889842015294,
B015P3SHWO,true,http://www.amazon.com/reviews/iframe?akid=AKIAJZXUIQUQZ34J3E5Q&alinkCode=xm2&asin=B015P3SHWO&atag=djaroo10-20&exp=2016-07-07T11%3A26%3A15Z&v=2&sig=tiYXeOpQt5cz%2BHnIFyjklsGuPJlYzM75nsoQhwmrij4%3D,http://www.amazon.com/Alienware-AW13R2-8900SLV-Laptop-Generation-GeForce/dp/B015P3SHWO%3Fpsc%3D1%26SubscriptionId%3DAKIAJZXUIQUQZ34J3E5Q%26tag%3Ddjaroo10-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB015P3SHWO,AW13R2-8900SLV,AW13R2-8900SLV,884116169208,500,http://ecx.images-amazon.com/images/I/41pOljP754L.jpg,500,,,,115400,USD,"$1,154.00",160,http://ecx.images-amazon.com/images/I/41pOljP754L._SL160_.jpg,160,New,31,http://www.amazon.com/gp/offer-listing/B015P3SHWO%3FSubscriptionId%3DAKIAJZXUIQUQZ34J3E5Q%26tag%3Ddjaroo10-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D386001%26creativeASIN%3DB015P3SHWO,118997,USD,"$1,189.97",5119,75,http://ecx.images-amazon.com/images/I/41pOljP754L._SL75_.jpg,75,884116169208,884116169208
B01CJAE7VQ,false,http://www.amazon.com/reviews/iframe?akid=AKIAJZXUIQUQZ34J3E5Q&alinkCode=xm2&asin=B01CJAE7VQ&atag=djaroo10-20&exp=2016-07-07T11%3A26%3A16Z&v=2&sig=x51YPeNz38X18tEe8Uh77ddyftJHbNnm7c9ZjmC8VTY%3D,http://www.amazon.com/Lenovo-2-1-Touch-Screen-Laptop/dp/B01CJAE7VQ%3FSubscriptionId%3DAKIAJZXUIQUQZ34J3E5Q%26tag%3Ddjaroo10-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB01CJAE7VQ,80MK00H9US,,190151777354,478,http://ecx.images-amazon.com/images/I/513Cf0tXdWL.jpg,500,,,,112800,USD,"$1,128.00",153,http://ecx.images-amazon.com/images/I/513Cf0tXdWL._SL160_.jpg,160,New,12,http://www.amazon.com/gp/offer-listing/B01CJAE7VQ%3FSubscriptionId%3DAKIAJZXUIQUQZ34J3E5Q%26tag%3Ddjaroo10-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D386001%26creativeASIN%3DB01CJAE7VQ,113499,USD,"$1,134.99",51060,72,http://ecx.images-amazon.com/images/I/513Cf0tXdWL._SL75_.jpg,75,190151777354,190151777354
B014VHW24Y,true,http://www.amazon.com/reviews/iframe?akid=AKIAJZXUIQUQZ34J3E5Q&alinkCode=xm2&asin=B014VHW24Y&atag=djaroo10-20&exp=2016-07-07T11%3A26%3A16Z&v=2&sig=Sarc9GVKWQfPeBkH9asuSRDSn%2FuJhWn%2Bf0w1Sg7Fbtk%3D,http://www.amazon.com/ZenBook-UX303UA-13-3-Inch-Touchscreen-Windows/dp/B014VHW24Y%3Fpsc%3D1%26SubscriptionId%3DAKIAJZXUIQUQZ34J3E5Q%26tag%3Ddjaroo10-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB014VHW24Y,UX303UA-DH51T,UX303UA-DH51T,787468122252,500,http://ecx.images-amazon.com/images/I/41%2BKe3rTWGL.jpg,477,89900,USD,$899.00,,,Too low to display,160,http://ecx.images-amazon.com/images/I/41%2BKe3rTWGL._SL160_.jpg,153,New,48,http://www.amazon.com/gp/offer-listing/B014VHW24Y%3FSubscriptionId%3DAKIAJZXUIQUQZ34J3E5Q%26tag%3Ddjaroo10-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D386001%26creativeASIN%3DB014VHW24Y,79900,USD,$799.00,370,75,http://ecx.images-amazon.com/images/I/41%2BKe3rTWGL._SL75_.jpg,72,889349172957,"['787468122252', '889349172957', '788581298084']"
B0186JD544,true,http://www.amazon.com/reviews/iframe?akid=AKIAJZXUIQUQZ34J3E5Q&alinkCode=xm2&asin=B0186JD544&atag=djaroo10-20&exp=2016-07-07T11%3A26%3A17Z&v=2&sig=xpWNnpNYdakLExWVbj3KpbMIqLUqb%2F5dwKg7tyyv7VY%3D,http://www.amazon.com/Lenovo-ThinkPad-Notebook-NVIDIA-Graphics/dp/B0186JD544%3FSubscriptionId%3DAKIAJZXUIQUQZ34J3E5Q%26tag%3Ddjaroo10-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB0186JD544,20EN0013US,20EN0013US,889955802309,281,http://ecx.images-amazon.com/images/I/41odyH19nrL.jpg,500,,,,115000,USD,"$1,150.00",90,http://ecx.images-amazon.com/images/I/41odyH19nrL._SL160_.jpg,160,New,64,http://www.amazon.com/gp/offer-listing/B0186JD544%3FSubscriptionId%3DAKIAJZXUIQUQZ34J3E5Q%26tag%3Ddjaroo10-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D386001%26creativeASIN%3DB0186JD544,141275,USD,"$1,412.75",6482,42,http://ecx.images-amazon.com/images/I/41odyH19nrL._SL75_.jpg,75,889955802309,889955802309
B01DZ4NFLI,false,http://www.amazon.com/reviews/iframe?akid=AKIAJZXUIQUQZ34J3E5Q&alinkCode=xm2&asin=B01DZ4NFLI&atag=djaroo10-20&exp=2016-07-07T11%3A26%3A17Z&v=2&sig=SdCZVa%2FrNMRXEnrmMhfAsJaTWUzpB9lIJ7s56xCmI%2F4%3D,http://www.amazon.com/Dell-24M27-PRECISION-3510-I5-64400/dp/B01DZ4NFLI%3FSubscriptionId%3DAKIAJZXUIQUQZ34J3E5Q%26tag%3Ddjaroo10-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB01DZ4NFLI,24M27,24M27,884116229544,500,http://ecx.images-amazon.com/images/I/41XA7KLeOhL.jpg,500,,,,115018,USD,"$1,150.18",160,http://ecx.images-amazon.com/images/I/41XA7KLeOhL._SL160_.jpg,160,New,30,http://www.amazon.com/gp/offer-listing/B01DZ4NFLI%3FSubscriptionId%3DAKIAJZXUIQUQZ34J3E5Q%26tag%3Ddjaroo10-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D386001%26creativeASIN%3DB01DZ4NFLI,115023,USD,"$1,150.23",,75,http://ecx.images-amazon.com/images/I/41XA7KLeOhL._SL75_.jpg,75,884116229544,884116229544
B01DZ4NCKW,false,http://www.amazon.com/reviews/iframe?akid=AKIAJZXUIQUQZ34J3E5Q&alinkCode=xm2&asin=B01DZ4NCKW&atag=djaroo10-20&exp=2016-07-07T11%3A26%3A23Z&v=2&sig=fTjO2WcrPx4RJ5N6QAn1JvEPhmOuCc6NK3mi3dsCfbo%3D,http://www.amazon.com/PRECISION-5510-I7-6820-TYPE-C/dp/B01DZ4NCKW%3FSubscriptionId%3DAKIAJZXUIQUQZ34J3E5Q%26tag%3Ddjaroo10-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB01DZ4NCKW,MGGH3,MGGH3,884116229520,160,http://ecx.images-amazon.com/images/I/111u2g2XYDL.jpg,160,,,,216514,USD,"$2,165.14",160,http://ecx.images-amazon.com/images/I/111u2g2XYDL._SL160_.jpg,160,,1,0,,,,,75,http://ecx.images-amazon.com/images/I/111u2g2XYDL._SL75_.jpg,75,884116229520,884116229520
B00U2Z6R2S,false,http://www.amazon.com/reviews/iframe?akid=AKIAJZXUIQUQZ34J3E5Q&alinkCode=xm2&asin=B00U2Z6R2S&atag=djaroo10-20&exp=2016-07-07T11%3A26%3A23Z&v=2&sig=YdW9pnz9cPI9w6PPjRVrA6SHXcsIABx5LxeUQ1rAWvc%3D,http://www.amazon.com/Acer-Aspire-V3-572-53RA-ComfyView-Notebook/dp/B00U2Z6R2S%3FSubscriptionId%3DAKIAJZXUIQUQZ34J3E5Q%26tag%3Ddjaroo10-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB00U2Z6R2S,NX.MNHAA.011,NX.MNHAA.011,888863043903,374,http://ecx.images-amazon.com/images/I/51bOftOyk9L.jpg,500,,,,110249,USD,"$1,102.49",120,http://ecx.images-amazon.com/images/I/51bOftOyk9L._SL160_.jpg,160,New,1,http://www.amazon.com/gp/offer-listing/B00U2Z6R2S%3FSubscriptionId%3DAKIAJZXUIQUQZ34J3E5Q%26tag%3Ddjaroo10-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D386001%26creativeASIN%3DB00U2Z6R2S,110249,USD,"$1,102.49",152561,56,http://ecx.images-amazon.com/images/I/51bOftOyk9L._SL75_.jpg,75,888863043903,888863043903
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,885909918188,
B013HPM4US,true,http://www.amazon.com/reviews/iframe?akid=AKIAJZXUIQUQZ34J3E5Q&alinkCode=xm2&asin=B013HPM4US&atag=djaroo10-20&exp=2016-07-07T11%3A26%3A24Z&v=2&sig=XIdLZxQELNTgXmtiNds01yTJZ6QZszqpWpBdnFGWWb0%3D,http://www.amazon.com/MacBook-Pro-MJLU2LL-Retina-Display/dp/B013HPM4US%3FSubscriptionId%3DAKIAJZXUIQUQZ34J3E5Q%26tag%3Ddjaroo10-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB013HPM4US,MJLU2LL/A,MJLU2LL/A,888462101127,345,http://ecx.images-amazon.com/images/I/41aNCFVl2LL.jpg,345,,,,260000,USD,"$2,600.00",160,http://ecx.images-amazon.com/images/I/41aNCFVl2LL._SL160_.jpg,160,New,10,http://www.amazon.com/gp/offer-listing/B013HPM4US%3FSubscriptionId%3DAKIAJZXUIQUQZ34J3E5Q%26tag%3Ddjaroo10-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D386001%26creativeASIN%3DB013HPM4US,286585,USD,"$2,865.85",22413,75,http://ecx.images-amazon.com/images/I/41aNCFVl2LL._SL75_.jpg,75,888462101127,888462101127
B00UGBWR0E,true,http://www.amazon.com/reviews/iframe?akid=AKIAJZXUIQUQZ34J3E5Q&alinkCode=xm2&asin=B00UGBWR0E&atag=djaroo10-20&exp=2016-07-07T11%3A26%3A25Z&v=2&sig=T%2BQCWONwCJBp%2Be9i4NP5%2BdFZG6rTmNGDYZZEzKR9%2Bgg%3D,http://www.amazon.com/Apple-MacBook-MF841LL-13-3-Inch-Display/dp/B00UGBWR0E%3Fpsc%3D1%26SubscriptionId%3DAKIAJZXUIQUQZ34J3E5Q%26tag%3Ddjaroo10-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB00UGBWR0E,MF841LL/A,MF841LL/A,616348087469,291,http://ecx.images-amazon.com/images/I/51nHbuhKnqL.jpg,500,,,,174899,USD,"$1,748.99",93,http://ecx.images-amazon.com/images/I/51nHbuhKnqL._SL160_.jpg,160,New,1,http://www.amazon.com/gp/offer-listing/B00UGBWR0E%3FSubscriptionId%3DAKIAJZXUIQUQZ34J3E5Q%26tag%3Ddjaroo10-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D386001%26creativeASIN%3DB00UGBWR0E,174899,USD,"$1,748.99",631,44,http://ecx.images-amazon.com/images/I/51nHbuhKnqL._SL75_.jpg,75,885909918195,"['616348087469', '638458711423', '647627343181', '885909918195', '647627343167']"
B015PYZI8E,true,http://www.amazon.com/reviews/iframe?akid=AKIAJZXUIQUQZ34J3E5Q&alinkCode=xm2&asin=B015PYZI8E&atag=djaroo10-20&exp=2016-07-07T11%3A26%3A31Z&v=2&sig=sDOa6tCauwSt2klkMABKI8W3hs%2FR281l9v8GAY9a5N4%3D,http://www.amazon.com/Dell-i7559-5012GRY-Touchscreen-Generation-Microsoft/dp/B015PYZI8E%3Fpsc%3D1%26SubscriptionId%3DAKIAJZXUIQUQZ34J3E5Q%26tag%3Ddjaroo10-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB015PYZI8E,i7559-5012GRY,i7559-5012GRY,884116204473,500,http://ecx.images-amazon.com/images/I/41A7SedXxJL.jpg,500,,,,95690,USD,$956.90,160,http://ecx.images-amazon.com/images/I/41A7SedXxJL._SL160_.jpg,160,New,39,http://www.amazon.com/gp/offer-listing/B015PYZI8E%3FSubscriptionId%3DAKIAJZXUIQUQZ34J3E5Q%26tag%3Ddjaroo10-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D386001%26creativeASIN%3DB015PYZI8E,98223,USD,$982.23,2223,75,http://ecx.images-amazon.com/images/I/41A7SedXxJL._SL75_.jpg,75,884116204473,884116204473
B019ECH28M,true,http://www.amazon.com/reviews/iframe?akid=AKIAJZXUIQUQZ34J3E5Q&alinkCode=xm2&asin=B019ECH28M&atag=djaroo10-20&exp=2016-07-07T11%3A26%3A31Z&v=2&sig=OpTYb1X4hdn1QiL2vZiESxaY2WWVca9bmeQi8XtYfVo%3D,http://www.amazon.com/Dell-XPS9350-4007SLV-Touchscreen-Premier-Backpack/dp/B019ECH28M%3Fpsc%3D1%26SubscriptionId%3DAKIAJZXUIQUQZ34J3E5Q%26tag%3Ddjaroo10-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB019ECH28M,,,,500,http://ecx.images-amazon.com/images/I/41Cfch8wDCL.jpg,500,,,,,,,160,http://ecx.images-amazon.com/images/I/41Cfch8wDCL._SL160_.jpg,160,,0,0,,,,83475,75,http://ecx.images-amazon.com/images/I/41Cfch8wDCL._SL75_.jpg,75,884116204275,
B01D6N81BC,true,http://www.amazon.com/reviews/iframe?akid=AKIAJZXUIQUQZ34J3E5Q&alinkCode=xm2&asin=B01D6N81BC&atag=djaroo10-20&exp=2016-07-07T11%3A26%3A32Z&v=2&sig=GMWdQe74VXL8vLCP%2BRNj%2FtJ5SadhIVcPdrbMYaevRpo%3D,http://www.amazon.com/Dell-XPS9350-8008SLV-3200x1800-Processor-Microsoft/dp/B01D6N81BC%3Fpsc%3D1%26SubscriptionId%3DAKIAJZXUIQUQZ34J3E5Q%26tag%3Ddjaroo10-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB01D6N81BC,XPS9350-8008SLV,XPS9350-8008SLV,884116205531,500,http://ecx.images-amazon.com/images/I/416iJJJgfHL.jpg,500,199999,USD,"$1,999.99",179899,USD,"$1,798.99",160,http://ecx.images-amazon.com/images/I/416iJJJgfHL._SL160_.jpg,160,New,10,http://www.amazon.com/gp/offer-listing/B01D6N81BC%3FSubscriptionId%3DAKIAJZXUIQUQZ34J3E5Q%26tag%3Ddjaroo10-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D386001%26creativeASIN%3DB01D6N81BC,179900,USD,"$1,799.00",4152,75,http://ecx.images-amazon.com/images/I/416iJJJgfHL._SL75_.jpg,75,884116205531,884116205531
B014VHVZFQ,true,http://www.amazon.com/reviews/iframe?akid=AKIAJZXUIQUQZ34J3E5Q&alinkCode=xm2&asin=B014VHVZFQ&atag=djaroo10-20&exp=2016-07-07T11%3A26%3A32Z&v=2&sig=prXMQLDJE24sqbRlI7111O0Uhioo%2BROgt02Lbrxv0Ow%3D,http://www.amazon.com/ZenBook-UX303UB-13-3-Inch-Touchscreen-Discrete/dp/B014VHVZFQ%3Fpsc%3D1%26SubscriptionId%3DAKIAJZXUIQUQZ34J3E5Q%26tag%3Ddjaroo10-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB014VHVZFQ,UX303UB-DH74T,UX303UB-DH74T,889349172940,500,http://ecx.images-amazon.com/images/I/41%2BKe3rTWGL.jpg,477,129900,USD,"$1,299.00",118999,USD,"$1,189.99",160,http://ecx.images-amazon.com/images/I/41%2BKe3rTWGL._SL160_.jpg,153,New,68,http://www.amazon.com/gp/offer-listing/B014VHVZFQ%3FSubscriptionId%3DAKIAJZXUIQUQZ34J3E5Q%26tag%3Ddjaroo10-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D386001%26creativeASIN%3DB014VHVZFQ,118999,USD,"$1,189.99",452,75,http://ecx.images-amazon.com/images/I/41%2BKe3rTWGL._SL75_.jpg,72,889349172940,"['889349172940', '787468122245', '841287101000']"
